cliente_id,nombre,edad,genero,ubicacion
0000004676,Cliente_4676,31,Femenino,Guadalajara
0000004677,Cliente_4677,66,Masculino,Guadalajara
0000004678,Cliente_4678,55,Otro,Cdmx
0000004679,Cliente_4679,22,Otro,Puebla
0000004680,Cliente_4680,20,Otro,Puebla
0000004681,Cliente_4681,18,Otro,Cdmx
0000004682,Cliente_4682,38,Femenino,Monterrey
0000004683,Cliente_4683,57,Otro,Guadalajara
0000004684,Cliente_4684,69,Otro,Monterrey
0000004685,Cliente_4685,31,Femenino,Cdmx
0000004686,Cliente_4686,56,Otro,Monterrey
0000004687,Cliente_4687,35,Femenino,Tijuana
0000004688,Cliente_4688,63,Masculino,Tijuana
0000001422,Cliente_4689,56,Otro,Guadalajara
0000004690,Cliente_4690,50,Masculino,Monterrey
0000004691,Cliente_4691,21,Masculino,Cdmx
0000004692,Cliente_4692,30,Femenino,Puebla
0000004693,Cliente_4693,25,Masculino,Guadalajara
0000004694,Cliente_4694,51,Otro,Tijuana
0000004695,Cliente_4695,39,Masculino,Tijuana
0000004696,Cliente_4696,23,Femenino,Tijuana
0000004697,Cliente_4697,29,Femenino,Monterrey
0000004698,Cliente_4698,61,Masculino,Monterrey
0000004699,Cliente_4699,41,Otro,Puebla
0000004700,Cliente_4700,61,Masculino,Guadalajara
0000004701,Cliente_4701,58,Otro,Guadalajara
0000004702,Cliente_4702,53,Femenino,Monterrey
0000004703,Cliente_4703,47,Femenino,Puebla
0000004704,Cliente_4704,66,Femenino,Cdmx
0000004705,Cliente_4705,37,Otro,Tijuana
0000004706,Cliente_4706,38,Masculino,Guadalajara
0000004707,Cliente_4707,23,Masculino,Puebla
0000004708,Cliente_4708,28,Otro,Puebla
0000004709,Cliente_4709,28,Femenino,Puebla
0000004710,Cliente_4710,59,Masculino,Cdmx
0000004711,Cliente_4711,55,Femenino,Puebla
0000004712,Cliente_4712,51,Masculino,Guadalajara
0000004713,Cliente_4713,59,Femenino,Tijuana
0000004714,Cliente_4714,42,Otro,Guadalajara
0000004715,Cliente_4715,51,Otro,Monterrey
0000004716,Cliente_4716,28,Masculino,Tijuana
0000004717,Cliente_4717,36,Femenino,Monterrey
0000004718,Cliente_4718,23,Femenino,Tijuana
0000004719,Cliente_4719,51,Otro,Guadalajara
0000004720,Cliente_4720,62,Femenino,Monterrey
0000004721,Cliente_4721,65,Otro,Cdmx
0000004722,Cliente_4722,53,Masculino,Puebla
0000004723,Cliente_4723,23,Femenino,Puebla
0000004724,Cliente_4724,45,Otro,Monterrey
0000004725,Cliente_4725,62,Femenino,Tijuana
0000004726,Cliente_4726,60,Otro,Puebla
0000004727,Cliente_4727,18,Femenino,Tijuana
0000004728,Cliente_4728,64,Otro,Tijuana
0000004729,Cliente_4729,28,Otro,Monterrey
0000004730,Cliente_4730,61,Otro,Guadalajara
0000001437,Cliente_4731,36,Femenino,Puebla
0000004732,Cliente_4732,59,Masculino,Cdmx
0000004733,Cliente_4733,60,Masculino,Tijuana
0000004734,Cliente_4734,45,Femenino,Guadalajara
0000004735,Cliente_4735,49,Masculino,Monterrey
0000004736,Cliente_4736,32,Femenino,Monterrey
0000004737,Cliente_4737,64,Femenino,Guadalajara
0000004738,Cliente_4738,37,Masculino,Monterrey
0000004739,Cliente_4739,31,Femenino,Tijuana
0000004740,Cliente_4740,22,Otro,Cdmx
0000004742,Cliente_4742,51,Masculino,Puebla
0000004743,Cliente_4743,48,Masculino,Guadalajara
0000004744,Cliente_4744,30,Femenino,Puebla
0000004745,Cliente_4745,54,Masculino,Puebla
0000004746,Cliente_4746,45,Femenino,Cdmx
0000004747,Cliente_4747,38,Otro,Cdmx
0000004748,Cliente_4748,20,Femenino,Puebla
0000004749,Cliente_4749,66,Otro,Cdmx
0000004750,Cliente_4750,32,Masculino,Puebla
0000004751,Cliente_4751,18,Femenino,Cdmx
0000004752,Cliente_4752,69,Otro,Puebla
0000004753,Cliente_4753,22,Femenino,Tijuana
0000004754,Cliente_4754,43,Otro,Tijuana
0000004755,Cliente_4755,26,Masculino,Puebla
0000004756,Cliente_4756,29,Otro,Tijuana
0000004757,Cliente_4757,62,Otro,Monterrey
0000004758,Cliente_4758,54,Masculino,Monterrey
0000004759,Cliente_4759,22,Otro,Cdmx
0000004760,Cliente_4760,28,Masculino,Guadalajara
0000004761,Cliente_4761,50,Femenino,Tijuana
0000004762,Cliente_4762,33,Femenino,Tijuana
0000004763,Cliente_4763,60,Otro,Guadalajara
0000004764,Cliente_4764,46,Femenino,Cdmx
0000004765,Cliente_4765,66,Femenino,Tijuana
0000004766,Cliente_4766,48,Masculino,Monterrey
0000004767,Cliente_4767,50,Masculino,Monterrey
0000004768,Cliente_4768,42,Masculino,Puebla
0000004769,Cliente_4769,42,Femenino,Tijuana
0000004770,Cliente_4770,52,Femenino,Cdmx
0000004771,Cliente_4771,24,Masculino,Guadalajara
0000004772,Cliente_4772,51,Otro,Tijuana
0000004773,Cliente_4773,57,Masculino,Tijuana
0000004774,Cliente_4774,35,Otro,Puebla
0000004775,Cliente_4775,30,Masculino,Cdmx
0000004776,Cliente_4776,53,Otro,Cdmx
0000004777,Cliente_4777,51,Masculino,Monterrey
0000004778,Cliente_4778,47,Masculino,Tijuana
0000004779,Cliente_4779,54,Femenino,Monterrey
0000004780,Cliente_4780,48,Otro,Tijuana
0000004781,Cliente_4781,49,Masculino,Puebla
0000004782,Cliente_4782,27,Masculino,Puebla
0000004783,Cliente_4783,48,Otro,Tijuana
0000004784,Cliente_4784,68,Otro,Cdmx
0000004785,Cliente_4785,49,Masculino,Tijuana
0000004786,Cliente_4786,55,Masculino,Cdmx
0000004787,Cliente_4787,36,Femenino,Puebla
0000004788,Cliente_4788,56,Masculino,Cdmx
0000004789,Cliente_4789,54,Masculino,Puebla
0000004790,Cliente_4790,42,Masculino,Puebla
0000004791,Cliente_4791,29,Otro,Tijuana
0000004792,Cliente_4792,40,Masculino,Guadalajara
0000004793,Cliente_4793,50,Masculino,Cdmx
0000004794,Cliente_4794,58,Otro,Puebla
0000004795,Cliente_4795,23,Otro,Puebla
0000004796,Cliente_4796,59,Otro,Tijuana
0000004797,Cliente_4797,68,Femenino,Puebla
0000004798,Cliente_4798,60,Masculino,Tijuana
0000004799,Cliente_4799,49,Otro,Guadalajara
0000004800,Cliente_4800,22,Masculino,Monterrey
0000004801,Cliente_4801,66,Otro,Tijuana
0000004802,Cliente_4802,69,Masculino,Monterrey
0000004803,Cliente_4803,31,Otro,Puebla
0000004805,Cliente_4805,42,Otro,Cdmx
0000004806,Cliente_4806,25,Otro,Puebla
0000004807,Cliente_4807,22,Masculino,Guadalajara
0000004808,Cliente_4808,53,Masculino,Cdmx
0000004809,Cliente_4809,50,Otro,Monterrey
0000004810,Cliente_4810,35,Otro,Guadalajara
0000004811,Cliente_4811,38,Otro,Puebla
0000004812,Cliente_4812,45,Otro,Tijuana
0000004813,Cliente_4813,65,Otro,Cdmx
0000004814,Cliente_4814,32,Femenino,Tijuana
0000004815,Cliente_4815,38,Femenino,Tijuana
0000004816,Cliente_4816,51,Otro,Tijuana
0000004817,Cliente_4817,44,Otro,Puebla
0000004818,Cliente_4818,47,Femenino,Tijuana
0000004819,Cliente_4819,48,Femenino,Monterrey
0000004820,Cliente_4820,21,Otro,Guadalajara
0000004821,Cliente_4821,35,Femenino,Guadalajara
0000004822,Cliente_4822,41,Femenino,Puebla
0000004823,Cliente_4823,28,Masculino,Monterrey
0000004824,Cliente_4824,36,Otro,Tijuana
0000004825,Cliente_4825,66,Otro,Monterrey
0000004826,Cliente_4826,38,Masculino,Cdmx
0000004827,Cliente_4827,62,Masculino,Cdmx
0000004828,Cliente_4828,54,Otro,Cdmx
0000004829,Cliente_4829,61,Otro,Cdmx
0000004830,Cliente_4830,41,Otro,Cdmx
0000004831,Cliente_4831,19,Otro,Guadalajara
0000004832,Cliente_4832,38,Femenino,Cdmx
0000004833,Cliente_4833,62,Masculino,Monterrey
0000004834,Cliente_4834,64,Otro,Monterrey
0000004835,Cliente_4835,32,Femenino,Tijuana
0000004836,Cliente_4836,54,Masculino,Tijuana
0000004837,Cliente_4837,42,Otro,Puebla
0000004838,Cliente_4838,32,Otro,Tijuana
0000004839,Cliente_4839,61,Masculino,Monterrey
0000004840,Cliente_4840,48,Otro,Tijuana
0000004841,Cliente_4841,59,Otro,Guadalajara
0000004842,Cliente_4842,25,Otro,Monterrey
0000004843,Cliente_4843,54,Femenino,Monterrey
0000004844,Cliente_4844,36,Masculino,Guadalajara
0000004845,Cliente_4845,38,Otro,Puebla
0000004846,Cliente_4846,22,Femenino,Puebla
0000004847,Cliente_4847,66,Masculino,Puebla
0000004848,Cliente_4848,32,Femenino,Puebla
0000004849,Cliente_4849,62,Masculino,Puebla
0000004850,Cliente_4850,40,Femenino,Puebla
0000004851,Cliente_4851,43,Femenino,Puebla
0000004853,Cliente_4853,36,Otro,Tijuana
0000004854,Cliente_4854,41,Masculino,Puebla
0000004855,Cliente_4855,50,Masculino,Monterrey
0000004856,Cliente_4856,37,Femenino,Tijuana
0000004857,Cliente_4857,24,Masculino,Cdmx
0000004858,Cliente_4858,27,Femenino,Tijuana
0000004859,Cliente_4859,32,Masculino,Tijuana
0000004860,Cliente_4860,27,Femenino,Cdmx
0000004861,Cliente_4861,49,Otro,Guadalajara
0000004862,Cliente_4862,50,Otro,Guadalajara
0000004863,Cliente_4863,34,Femenino,Guadalajara
0000004864,Cliente_4864,50,Otro,Tijuana
0000004865,Cliente_4865,69,Otro,Tijuana
0000004866,Cliente_4866,29,Masculino,Tijuana
0000004867,Cliente_4867,40,Otro,Puebla
0000004868,Cliente_4868,53,Otro,Guadalajara
0000004869,Cliente_4869,24,Femenino,Guadalajara
0000004870,Cliente_4870,25,Otro,Cdmx
0000004871,Cliente_4871,62,Masculino,Cdmx
0000004872,Cliente_4872,63,Otro,Puebla
0000004873,Cliente_4873,63,Masculino,Tijuana
0000004874,Cliente_4874,18,Masculino,Tijuana
0000004875,Cliente_4875,59,Masculino,Tijuana
0000004876,Cliente_4876,59,Otro,Tijuana
0000004877,Cliente_4877,36,Femenino,Puebla
0000004878,Cliente_4878,59,Otro,Tijuana
0000004879,Cliente_4879,62,Masculino,Monterrey
0000004880,Cliente_4880,65,Femenino,Guadalajara
0000004881,Cliente_4881,28,Femenino,Tijuana
0000004882,Cliente_4882,22,Femenino,Tijuana
0000004883,Cliente_4883,60,Femenino,Tijuana
0000004885,Cliente_4885,22,Femenino,Monterrey
0000004886,Cliente_4886,23,Otro,Cdmx
0000004887,Cliente_4887,23,Femenino,Guadalajara
0000004888,Cliente_4888,22,Masculino,Cdmx
0000004889,Cliente_4889,23,Femenino,Cdmx
0000004890,Cliente_4890,61,Masculino,Guadalajara
0000004891,Cliente_4891,24,Femenino,Cdmx
0000004892,Cliente_4892,35,Femenino,Monterrey
0000004893,Cliente_4893,20,Femenino,Puebla
0000004894,Cliente_4894,30,Masculino,Guadalajara
0000004895,Cliente_4895,22,Otro,Tijuana
0000004896,Cliente_4896,46,Otro,Puebla
0000004897,Cliente_4897,56,Femenino,Cdmx
0000004898,Cliente_4898,66,Femenino,Puebla
0000004899,Cliente_4899,19,Femenino,Guadalajara
0000004900,Cliente_4900,63,Masculino,Guadalajara
0000004901,Cliente_4901,40,Otro,Cdmx
0000004902,Cliente_4902,58,Femenino,Cdmx
0000004903,Cliente_4903,49,Masculino,Monterrey
0000004904,Cliente_4904,27,Femenino,Monterrey
0000004905,Cliente_4905,61,Otro,Guadalajara
0000004906,Cliente_4906,36,Masculino,Guadalajara
0000004907,Cliente_4907,53,Femenino,Cdmx
0000004908,Cliente_4908,63,Masculino,Cdmx
0000004909,Cliente_4909,36,Femenino,Monterrey
0000004910,Cliente_4910,20,Otro,Guadalajara
0000004911,Cliente_4911,52,Masculino,Monterrey
0000004912,Cliente_4912,38,Otro,Tijuana
0000004913,Cliente_4913,46,Otro,Guadalajara
0000004914,Cliente_4914,57,Masculino,Puebla
0000004915,Cliente_4915,40,Masculino,Monterrey
0000004916,Cliente_4916,28,Femenino,Cdmx
0000001452,Cliente_4917,36,Femenino,Puebla
0000004918,Cliente_4918,59,Otro,Guadalajara
0000004919,Cliente_4919,58,Otro,Cdmx
0000004920,Cliente_4920,35,Femenino,Monterrey
0000004921,Cliente_4921,27,Otro,Cdmx
0000004922,Cliente_4922,23,Masculino,Tijuana
0000004923,Cliente_4923,34,Femenino,Cdmx
0000004924,Cliente_4924,68,Masculino,Guadalajara
0000004925,Cliente_4925,51,Femenino,Cdmx
0000004926,Cliente_4926,39,Masculino,Monterrey
0000004927,Cliente_4927,69,Otro,Tijuana
0000004928,Cliente_4928,20,Femenino,Monterrey
0000004929,Cliente_4929,67,Otro,Puebla
0000004930,Cliente_4930,63,Masculino,Tijuana
0000004931,Cliente_4931,24,Otro,Tijuana
0000004932,Cliente_4932,63,Femenino,Guadalajara
0000004933,Cliente_4933,21,Masculino,Monterrey
0000004934,Cliente_4934,29,Femenino,Cdmx
0000004935,Cliente_4935,24,Masculino,Monterrey
0000001468,Cliente_4936,24,Femenino,Tijuana
0000004937,Cliente_4937,33,Masculino,Puebla
0000004938,Cliente_4938,63,Otro,Cdmx
0000004939,Cliente_4939,46,Masculino,Monterrey
0000004940,Cliente_4940,54,Masculino,Monterrey
0000004941,Cliente_4941,23,Masculino,Cdmx
0000004942,Cliente_4942,69,Otro,Cdmx
0000004943,Cliente_4943,59,Otro,Puebla
0000004944,Cliente_4944,44,Masculino,Puebla
0000004945,Cliente_4945,51,Femenino,Monterrey
0000004946,Cliente_4946,24,Masculino,Puebla
0000004947,Cliente_4947,22,Femenino,Cdmx
0000004948,Cliente_4948,55,Otro,Guadalajara
0000004950,Cliente_4950,26,Masculino,Guadalajara
0000004951,Cliente_4951,27,Femenino,Puebla
0000004952,Cliente_4952,63,Femenino,Monterrey
0000004953,Cliente_4953,29,Masculino,Tijuana
0000004954,Cliente_4954,22,Otro,Monterrey
0000004955,Cliente_4955,48,Otro,Puebla
0000004956,Cliente_4956,67,Masculino,Cdmx
0000004957,Cliente_4957,58,Masculino,Cdmx
0000004958,Cliente_4958,65,Otro,Cdmx
0000004959,Cliente_4959,29,Otro,Guadalajara
0000004960,Cliente_4960,18,Otro,Monterrey
0000004961,Cliente_4961,43,Otro,Guadalajara
0000004962,Cliente_4962,40,Masculino,Monterrey
0000004964,Cliente_4964,19,Otro,Puebla
0000004965,Cliente_4965,66,Femenino,Tijuana
0000004966,Cliente_4966,68,Otro,Tijuana
0000004967,Cliente_4967,68,Otro,Cdmx
0000004968,Cliente_4968,19,Otro,Cdmx
0000004969,Cliente_4969,67,Otro,Puebla
0000004970,Cliente_4970,62,Femenino,Tijuana
0000004971,Cliente_4971,50,Otro,Tijuana
0000004972,Cliente_4972,59,Otro,Tijuana
0000004973,Cliente_4973,68,Masculino,Guadalajara
0000004974,Cliente_4974,43,Masculino,Guadalajara
0000004975,Cliente_4975,25,Masculino,Cdmx
0000004976,Cliente_4976,20,Masculino,Guadalajara
0000004977,Cliente_4977,29,Masculino,Tijuana
0000004978,Cliente_4978,35,Otro,Puebla
0000004979,Cliente_4979,18,Femenino,Guadalajara
0000004980,Cliente_4980,36,Otro,Cdmx
0000004981,Cliente_4981,29,Femenino,Monterrey
0000004982,Cliente_4982,54,Masculino,Tijuana
0000004983,Cliente_4983,19,Femenino,Guadalajara
0000004984,Cliente_4984,29,Masculino,Tijuana
0000004985,Cliente_4985,53,Otro,Tijuana
0000004986,Cliente_4986,44,Masculino,Tijuana
0000004987,Cliente_4987,50,Masculino,Monterrey
0000004988,Cliente_4988,40,Otro,Puebla
0000004989,Cliente_4989,65,Masculino,Cdmx
0000004990,Cliente_4990,67,Otro,Monterrey
0000004991,Cliente_4991,39,Masculino,Cdmx
0000004992,Cliente_4992,34,Otro,Monterrey
0000004993,Cliente_4993,39,Masculino,Guadalajara
0000004994,Cliente_4994,64,Masculino,Tijuana
0000004995,Cliente_4995,68,Femenino,Cdmx
0000004996,Cliente_4996,25,Femenino,Puebla
0000004997,Cliente_4997,58,Femenino,Puebla
0000004998,Cliente_4998,60,Otro,Monterrey
0000005000,Cliente_5000,50,Otro,Puebla
0000005001,Cliente_5001,41,Masculino,Cdmx
0000005002,Cliente_5002,49,Masculino,Monterrey
0000005003,Cliente_5003,63,Masculino,Puebla
0000005004,Cliente_5004,23,Masculino,Cdmx
0000005005,Cliente_5005,42,Otro,Tijuana
0000005006,Cliente_5006,25,Masculino,Puebla
0000005007,Cliente_5007,52,Otro,Cdmx
0000005008,Cliente_5008,51,Masculino,Puebla
0000005009,Cliente_5009,26,Femenino,Puebla
0000005010,Cliente_5010,67,Masculino,Guadalajara
0000005011,Cliente_5011,31,Otro,Puebla
0000005012,Cliente_5012,44,Otro,Puebla
0000005013,Cliente_5013,35,Masculino,Puebla
0000005014,Cliente_5014,61,Femenino,Cdmx
0000005015,Cliente_5015,44,Femenino,Puebla
0000005016,Cliente_5016,64,Otro,Guadalajara
0000005017,Cliente_5017,52,Masculino,Monterrey
0000005018,Cliente_5018,55,Otro,Puebla
0000005019,Cliente_5019,33,Otro,Monterrey
0000005020,Cliente_5020,34,Masculino,Cdmx
0000005021,Cliente_5021,50,Femenino,Guadalajara
0000005022,Cliente_5022,25,Otro,Cdmx
0000005023,Cliente_5023,27,Femenino,Puebla
0000005024,Cliente_5024,40,Otro,Cdmx
0000005025,Cliente_5025,59,Otro,Tijuana
0000001492,Cliente_5026,35,Masculino,Puebla
0000005027,Cliente_5027,66,Otro,Cdmx
0000005028,Cliente_5028,32,Femenino,Cdmx
0000005029,Cliente_5029,58,Otro,Monterrey
0000005030,Cliente_5030,43,Femenino,Guadalajara
0000005031,Cliente_5031,28,Masculino,Cdmx
0000005032,Cliente_5032,67,Otro,Puebla
0000005033,Cliente_5033,42,Femenino,Puebla
0000005034,Cliente_5034,67,Masculino,Guadalajara
0000005035,Cliente_5035,36,Masculino,Monterrey
0000005036,Cliente_5036,20,Femenino,Puebla
0000001576,Cliente_5037,18,Masculino,Guadalajara
0000005038,Cliente_5038,24,Femenino,Puebla
0000005039,Cliente_5039,49,Masculino,Tijuana
0000005040,Cliente_5040,26,Masculino,Cdmx
0000005041,Cliente_5041,46,Otro,Monterrey
0000005042,Cliente_5042,59,Masculino,Tijuana
0000005043,Cliente_5043,50,Otro,Cdmx
0000005044,Cliente_5044,29,Masculino,Tijuana
0000005045,Cliente_5045,67,Otro,Guadalajara
0000005046,Cliente_5046,69,Femenino,Cdmx
0000005047,Cliente_5047,63,Otro,Monterrey
0000005048,Cliente_5048,18,Otro,Puebla
0000005049,Cliente_5049,31,Femenino,Guadalajara
0000005050,Cliente_5050,20,Otro,Monterrey
0000005051,Cliente_5051,39,Masculino,Monterrey
0000005052,Cliente_5052,54,Otro,Tijuana
0000005054,Cliente_5054,34,Masculino,Monterrey
0000005055,Cliente_5055,29,Femenino,Monterrey
0000005056,Cliente_5056,50,Femenino,Guadalajara
0000005057,Cliente_5057,22,Otro,Tijuana
0000001676,Cliente_5058,21,Masculino,Tijuana
0000005059,Cliente_5059,68,Otro,Cdmx
0000005060,Cliente_5060,20,Femenino,Puebla
0000005061,Cliente_5061,23,Femenino,Puebla
0000005062,Cliente_5062,66,Otro,Tijuana
0000005063,Cliente_5063,65,Masculino,Puebla
0000005064,Cliente_5064,34,Masculino,Monterrey
0000005065,Cliente_5065,48,Otro,Guadalajara
0000005066,Cliente_5066,62,Masculino,Cdmx
0000005067,Cliente_5067,32,Otro,Tijuana
0000005068,Cliente_5068,25,Femenino,Guadalajara
0000005069,Cliente_5069,65,Otro,Puebla
0000005070,Cliente_5070,60,Femenino,Guadalajara
0000005071,Cliente_5071,31,Masculino,Puebla
0000005072,Cliente_5072,69,Femenino,Guadalajara
0000005074,Cliente_5074,40,Otro,Cdmx
0000005075,Cliente_5075,22,Masculino,Cdmx
0000005076,Cliente_5076,49,Otro,Tijuana
0000005077,Cliente_5077,53,Otro,Tijuana
0000005078,Cliente_5078,45,Masculino,Puebla
0000005079,Cliente_5079,62,Masculino,Cdmx
0000005080,Cliente_5080,67,Otro,Monterrey
0000005081,Cliente_5081,37,Femenino,Guadalajara
0000005082,Cliente_5082,47,Femenino,Monterrey
0000005083,Cliente_5083,46,Otro,Tijuana
0000005084,Cliente_5084,25,Femenino,Puebla
0000005085,Cliente_5085,29,Otro,Monterrey
0000005086,Cliente_5086,35,Otro,Guadalajara
0000005087,Cliente_5087,34,Masculino,Tijuana
0000005088,Cliente_5088,30,Masculino,Puebla
0000005089,Cliente_5089,69,Otro,Cdmx
0000005090,Cliente_5090,65,Otro,Tijuana
0000005091,Cliente_5091,24,Masculino,Monterrey
0000005092,Cliente_5092,37,Otro,Cdmx
0000005093,Cliente_5093,67,Masculino,Cdmx
0000005094,Cliente_5094,25,Otro,Monterrey
0000005095,Cliente_5095,61,Femenino,Puebla
0000005096,Cliente_5096,48,Femenino,Cdmx
0000005097,Cliente_5097,67,Femenino,Tijuana
0000005098,Cliente_5098,64,Otro,Guadalajara
0000005099,Cliente_5099,53,Otro,Guadalajara
0000005100,Cliente_5100,61,Femenino,Cdmx
0000005101,Cliente_5101,19,Otro,Guadalajara
0000005103,Cliente_5103,47,Femenino,Tijuana
0000005104,Cliente_5104,55,Femenino,Cdmx
0000005105,Cliente_5105,24,Masculino,Tijuana
0000005106,Cliente_5106,65,Femenino,Guadalajara
0000005107,Cliente_5107,68,Masculino,Puebla
0000005108,Cliente_5108,43,Femenino,Guadalajara
0000005109,Cliente_5109,64,Masculino,Puebla
0000005110,Cliente_5110,29,Femenino,Tijuana
0000005111,Cliente_5111,54,Femenino,Monterrey
0000005112,Cliente_5112,50,Otro,Cdmx
0000005113,Cliente_5113,32,Masculino,Monterrey
0000005114,Cliente_5114,42,Femenino,Cdmx
0000005115,Cliente_5115,59,Femenino,Guadalajara
0000005116,Cliente_5116,22,Masculino,Tijuana
0000005117,Cliente_5117,40,Otro,Cdmx
0000005118,Cliente_5118,54,Masculino,Cdmx
0000005119,Cliente_5119,45,Femenino,Guadalajara
0000005120,Cliente_5120,24,Femenino,Puebla
0000005121,Cliente_5121,30,Femenino,Monterrey
0000005122,Cliente_5122,46,Otro,Monterrey
0000005123,Cliente_5123,21,Femenino,Cdmx
0000005124,Cliente_5124,31,Otro,Puebla
0000005125,Cliente_5125,20,Masculino,Tijuana
0000005126,Cliente_5126,49,Femenino,Monterrey
0000005127,Cliente_5127,20,Masculino,Monterrey
0000005128,Cliente_5128,27,Masculino,Guadalajara
0000005129,Cliente_5129,32,Otro,Monterrey
0000005130,Cliente_5130,26,Otro,Tijuana
0000005131,Cliente_5131,18,Femenino,Monterrey
0000005132,Cliente_5132,39,Otro,Cdmx
0000005133,Cliente_5133,18,Masculino,Monterrey
0000005134,Cliente_5134,61,Otro,Cdmx
0000005135,Cliente_5135,60,Femenino,Puebla
0000005136,Cliente_5136,27,Masculino,Monterrey
0000005137,Cliente_5137,42,Femenino,Monterrey
0000005138,Cliente_5138,64,Femenino,Puebla
0000005139,Cliente_5139,55,Femenino,Guadalajara
0000005140,Cliente_5140,48,Otro,Guadalajara
0000005141,Cliente_5141,39,Otro,Monterrey
0000005142,Cliente_5142,66,Femenino,Tijuana
0000005143,Cliente_5143,55,Masculino,Monterrey
0000005144,Cliente_5144,36,Masculino,Cdmx
0000005145,Cliente_5145,64,Masculino,Tijuana
0000005146,Cliente_5146,34,Masculino,Cdmx
0000005147,Cliente_5147,47,Masculino,Tijuana
0000005148,Cliente_5148,59,Femenino,Tijuana
0000005149,Cliente_5149,25,Femenino,Guadalajara
0000005150,Cliente_5150,60,Femenino,Puebla
0000005151,Cliente_5151,43,Masculino,Puebla
0000005152,Cliente_5152,19,Masculino,Guadalajara
0000005153,Cliente_5153,36,Otro,Monterrey
0000005154,Cliente_5154,62,Femenino,Puebla
0000005155,Cliente_5155,59,Masculino,Tijuana
0000005156,Cliente_5156,22,Otro,Cdmx
0000005157,Cliente_5157,45,Femenino,Tijuana
0000005158,Cliente_5158,66,Femenino,Monterrey
0000005159,Cliente_5159,25,Otro,Cdmx
0000005160,Cliente_5160,35,Otro,Puebla
0000005161,Cliente_5161,41,Otro,Cdmx
0000005162,Cliente_5162,18,Femenino,Monterrey
0000005163,Cliente_5163,60,Otro,Guadalajara
0000005164,Cliente_5164,23,Femenino,Monterrey
0000005165,Cliente_5165,56,Otro,Tijuana
0000005166,Cliente_5166,23,Femenino,Guadalajara
0000005167,Cliente_5167,43,Otro,Tijuana
0000005168,Cliente_5168,27,Masculino,Guadalajara
0000005169,Cliente_5169,56,Masculino,Tijuana
0000005170,Cliente_5170,66,Femenino,Cdmx
0000005171,Cliente_5171,65,Otro,Guadalajara
0000005172,Cliente_5172,60,Otro,Cdmx
0000005173,Cliente_5173,33,Otro,Puebla
0000005174,Cliente_5174,26,Otro,Tijuana
0000005175,Cliente_5175,45,Femenino,Tijuana
0000005176,Cliente_5176,36,Femenino,Cdmx
0000005177,Cliente_5177,31,Masculino,Puebla
0000005178,Cliente_5178,23,Femenino,Monterrey
0000005179,Cliente_5179,39,Otro,Guadalajara
0000005180,Cliente_5180,38,Femenino,Monterrey
0000005181,Cliente_5181,40,Femenino,Cdmx
0000005182,Cliente_5182,68,Otro,Tijuana
0000005183,Cliente_5183,67,Masculino,Guadalajara
0000005184,Cliente_5184,24,Femenino,Puebla
0000005185,Cliente_5185,31,Otro,Monterrey
0000005186,Cliente_5186,28,Femenino,Puebla
0000005187,Cliente_5187,21,Masculino,Tijuana
0000005188,Cliente_5188,51,Femenino,Tijuana
0000005189,Cliente_5189,69,Otro,Guadalajara
0000005190,Cliente_5190,29,Masculino,Cdmx
0000005192,Cliente_5192,18,Femenino,Puebla
0000005193,Cliente_5193,27,Otro,Cdmx
0000005194,Cliente_5194,27,Otro,Monterrey
0000005195,Cliente_5195,64,Femenino,Cdmx
0000005196,Cliente_5196,63,Otro,Tijuana
0000005197,Cliente_5197,40,Otro,Tijuana
0000005198,Cliente_5198,33,Femenino,Puebla
0000005199,Cliente_5199,63,Otro,Monterrey
0000005200,Cliente_5200,44,Masculino,Puebla
0000005201,Cliente_5201,67,Femenino,Guadalajara
0000005202,Cliente_5202,66,Femenino,Cdmx
0000005203,Cliente_5203,26,Otro,Monterrey
0000005204,Cliente_5204,30,Masculino,Monterrey
0000005205,Cliente_5205,51,Masculino,Monterrey
0000005206,Cliente_5206,38,Masculino,Puebla
0000005207,Cliente_5207,27,Masculino,Guadalajara
0000005208,Cliente_5208,58,Femenino,Tijuana
0000005209,Cliente_5209,45,Masculino,Monterrey
0000005210,Cliente_5210,41,Femenino,Monterrey
0000005212,Cliente_5212,54,Masculino,Puebla
0000005213,Cliente_5213,33,Femenino,Cdmx
0000005214,Cliente_5214,56,Otro,Guadalajara
0000005215,Cliente_5215,19,Otro,Tijuana
0000005216,Cliente_5216,58,Otro,Monterrey
0000005217,Cliente_5217,56,Otro,Tijuana
0000005218,Cliente_5218,25,Otro,Tijuana
0000005219,Cliente_5219,48,Otro,Cdmx
0000005220,Cliente_5220,54,Otro,Tijuana
0000005221,Cliente_5221,42,Masculino,Guadalajara
0000005222,Cliente_5222,54,Otro,Guadalajara
0000005223,Cliente_5223,34,Masculino,Guadalajara
0000005224,Cliente_5224,65,Femenino,Puebla
0000005225,Cliente_5225,19,Otro,Cdmx
0000005226,Cliente_5226,56,Masculino,Guadalajara
0000005227,Cliente_5227,53,Otro,Cdmx
0000005228,Cliente_5228,40,Masculino,Cdmx
0000005229,Cliente_5229,27,Femenino,Guadalajara
0000005230,Cliente_5230,33,Masculino,Tijuana
0000005231,Cliente_5231,45,Otro,Cdmx
0000005232,Cliente_5232,31,Otro,Monterrey
